Machine,StartDateTime,EndDateTime,Duration,TotalBiscuitsMade,GoodMadeBiscuits,OEE Category,Product
Biscuit Filling Machine ,7/2/2021 22:02,7/2/2021 22:03,0.433333337306976,221460,76059,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 22:03,7/2/2021 23:10,67.4166641235352,268598,123636,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:10,7/2/2021 23:13,2.83333325386047,268690,123485,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:13,7/2/2021 23:14,1.25,269194,123736,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:14,7/2/2021 23:15,1.18333327770233,269204,124147,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:15,7/2/2021 23:16,0.966666638851166,269578,124135,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:16,7/2/2021 23:22,5.84999990463257,269616,124220,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:22,7/2/2021 23:23,0.883333325386047,270073,124703,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:23,7/2/2021 23:24,0.850000023841858,269823,124862,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:24,7/2/2021 23:25,0.916666686534882,270139,125086,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:25,7/2/2021 23:28,2.84999990463257,270332,124838,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:28,7/2/2021 23:28,0.116666667163372,270429,125297,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:28,7/2/2021 23:29,0.866666674613953,270142,125362,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:29,7/2/2021 23:30,0.916666686534882,270544,125610,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:30,7/2/2021 23:30,0.433333337306976,270806,125508,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:30,7/2/2021 23:34,3.81666660308838,272707,127538,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:34,7/2/2021 23:35,1.48333334922791,272950,127343,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:35,7/2/2021 23:40,4.91666650772095,275653,130559,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:40,7/2/2021 23:41,0.550000011920929,275323,130117,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:41,7/2/2021 23:41,0,288004,142912,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/2021 23:41,7/3/2021 0:05,23.8833332061768,291909,146607,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/2021 23:48,7/2/2021 23:48,0.133349999785423,0,117,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/2021 23:48,7/2/2021 23:49,0.283333331346512,0,193,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/2021 23:49,7/3/2021 3:11,202.55339050293,0,70,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/2/2021 23:49,7/2/2021 23:49,0.650016665458679,0,496,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/2/2021 23:49,7/3/2021 3:10,201.236679077148,0,47,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:05,7/3/2021 0:07,2.31666660308838,291748,146535,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:07,7/3/2021 0:08,0.616666674613953,292069,146782,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:08,7/3/2021 0:08,0.416666656732559,292208,147057,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:08,7/3/2021 0:24,15.6166667938232,302897,157410,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:24,7/3/2021 0:25,1.08333337306976,302762,157556,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:25,7/3/2021 0:38,12.8833332061768,311628,166821,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:38,7/3/2021 0:38,0.816666662693024,311905,166437,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:38,7/3/2021 0:39,0.566666662693024,311883,166912,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:39,7/3/2021 0:42,2.83333325386047,312109,166949,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:42,7/3/2021 0:49,6.86666679382324,316659,171429,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:49,7/3/2021 0:50,0.966666638851166,316357,171480,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 0:50,7/3/2021 1:07,17.4833335876465,328653,183566,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:07,7/3/2021 1:16,9.23333358764648,328722,183461,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:16,7/3/2021 1:18,1.76666665077209,329677,184244,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:18,7/3/2021 1:19,0.783333361148834,329761,184213,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:19,7/3/2021 1:20,0.833333313465118,329882,184555,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:20,7/3/2021 1:22,2.31666660308838,330165,184916,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:22,7/3/2021 1:30,7.84999990463257,335309,190259,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:30,7/3/2021 1:34,3.65000009536743,335143,190308,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:34,7/3/2021 1:36,2.16666674613953,336402,191294,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:36,7/3/2021 1:40,3.84999990463257,336459,191262,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:40,7/3/2021 1:41,1,336781,191648,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:41,7/3/2021 1:43,2.33333325386047,336895,191726,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 1:43,7/3/2021 2:12,29.3666667938232,357439,212131,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:12,7/3/2021 2:14,1.88333332538605,357452,211958,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:14,7/3/2021 2:20,5.96666669845581,360894,215575,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:20,7/3/2021 2:21,1.04999995231628,360913,215849,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:21,7/3/2021 2:24,3.15000009536743,363209,217789,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:24,7/3/2021 2:25,0.333333343267441,363206,217893,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:25,7/3/2021 2:34,8.83333301544189,369108,223940,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:34,7/3/2021 2:34,0.616666674613953,368896,223988,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:34,7/3/2021 2:35,1.26666665077209,369306,224334,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:35,7/3/2021 2:38,2.86666655540466,369547,224583,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:38,7/3/2021 2:41,2.23333334922791,370605,225390,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:41,7/3/2021 2:45,4.05000019073486,370871,225511,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:45,7/3/2021 2:46,1.60000002384186,371259,226465,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:46,7/3/2021 2:48,1.64999997615814,371291,226402,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:48,7/3/2021 2:51,3.48333334922791,373626,228185,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:51,7/3/2021 2:53,1.23333334922791,373581,228324,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:53,7/3/2021 2:55,1.98333334922791,374602,229443,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:55,7/3/2021 2:55,0.416666656732559,374346,229342,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:55,7/3/2021 2:59,4.08333349227905,376744,231618,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 2:59,7/3/2021 3:00,0.899999976158142,376700,231757,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:00,7/3/2021 3:01,1.10000002384186,377586,232193,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:01,7/3/2021 3:04,2.68333339691162,377337,232224,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:04,7/3/2021 3:11,6.96666669845581,382293,236892,NO (No Order),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 3:10,7/3/2021 3:11,0.666683316230774,0,115,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:11,7/3/2021 3:13,2.36666655540466,381974,236649,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 3:11,7/3/2021 6:52,220.617492675781,0,55,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:13,7/3/2021 3:18,5.15000009536743,385250,240389,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:18,7/3/2021 3:19,0.633333325386047,385279,240307,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:19,7/3/2021 3:23,3.71666669845581,387403,242289,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:23,7/3/2021 3:28,5.56666660308838,387776,242350,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:28,7/3/2021 3:30,1.81666672229767,388767,243491,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:30,7/3/2021 3:31,1.35000002384186,388517,243289,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:31,7/3/2021 3:36,5.13333320617676,392203,246792,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:36,7/3/2021 3:38,1.54999995231628,391848,247009,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:38,7/3/2021 3:42,4.15000009536743,394356,249195,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:42,7/3/2021 3:45,2.98333334922791,394533,249100,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:45,7/3/2021 3:47,1.91666662693024,395147,250101,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:47,7/3/2021 3:48,1.10000002384186,395310,249859,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:48,7/3/2021 3:52,3.70000004768372,397297,251975,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:52,7/3/2021 3:55,2.68333339691162,397264,252019,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 3:55,7/3/2021 4:09,14.9333333969116,407642,262111,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:09,7/3/2021 4:11,1.41666662693024,407582,262420,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:11,7/3/2021 4:13,1.73333334922791,408506,263150,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:13,7/3/2021 4:15,1.96666669845581,408490,263094,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:15,7/3/2021 4:17,2.34999990463257,409451,264295,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:17,7/3/2021 4:18,1.29999995231628,409454,264401,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:18,7/3/2021 4:19,0.400000005960464,409847,264224,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:19,7/3/2021 4:22,3.84999990463257,409823,264187,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:22,7/3/2021 4:22,0.0333333350718021,409388,264251,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:22,7/3/2021 4:23,0.0833333358168602,409622,264628,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:23,7/3/2021 4:23,0.0333333350718021,409412,264486,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:23,7/3/2021 4:23,0.16666667163372,409761,264251,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:23,7/3/2021 4:37,14.4499998092651,419452,274417,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:37,7/3/2021 4:38,1.25,419454,274353,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:38,7/3/2021 4:39,0.0500000007450581,419439,274237,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:39,7/3/2021 4:39,0.0833333358168602,419524,274402,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:39,7/3/2021 4:50,11.2333335876465,427128,281894,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:50,7/3/2021 4:51,0.866666674613953,427424,281969,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:51,7/3/2021 4:51,0.633333325386047,427705,282389,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:51,7/3/2021 4:52,1.10000002384186,427253,282352,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:52,7/3/2021 4:55,2.29999995231628,428690,283491,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:55,7/3/2021 4:56,1.21666669845581,428750,283331,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 4:56,7/3/2021 5:01,5.30000019073486,432113,286798,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:01,7/3/2021 5:02,0.666666686534882,432221,286721,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:02,7/3/2021 5:02,0.0333333350718021,431802,286563,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:02,7/3/2021 5:02,0.516666650772095,432178,286608,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:02,7/3/2021 5:03,0.0333333350718021,431841,286989,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:03,7/3/2021 5:03,0.0833333358168602,431996,286952,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:03,7/3/2021 5:03,0.0333333350718021,431938,287100,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:03,7/3/2021 5:03,0.100000001490116,432128,286740,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:03,7/3/2021 5:13,10.3666667938232,438919,293712,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:13,7/3/2021 5:14,1.28333330154419,438948,294124,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:14,7/3/2021 5:16,1.21666669845581,439514,294652,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:16,7/3/2021 5:29,12.9833335876465,439546,294623,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:29,7/3/2021 5:32,3.26666665077209,441978,296286,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:32,7/3/2021 5:32,0.600000023841858,441604,296487,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:32,7/3/2021 5:40,7.93333339691162,446829,301764,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:40,7/3/2021 5:46,5.21666669845581,447001,301890,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:46,7/3/2021 5:47,1.78333330154419,448187,302746,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:47,7/3/2021 5:49,1.14999997615814,447737,302754,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 5:49,7/3/2021 6:00,11.4166669845581,455744,310794,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:00,7/3/2021 6:02,2.08333325386047,455998,310432,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:02,7/3/2021 6:04,1.61666667461395,456306,311101,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:04,7/3/2021 6:05,1.23333334922791,456641,311220,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:05,7/3/2021 6:08,3.03333330154419,457998,313043,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:08,7/3/2021 6:10,1.71666669845581,458418,313239,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:10,7/3/2021 6:18,7.90000009536743,462974,317539,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:18,7/3/2021 6:21,3.38333344459534,462791,317781,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:21,7/3/2021 6:24,2.63333344459534,464392,319017,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:24,7/3/2021 6:25,1.53333330154419,464318,318980,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0.0500000007450581,464025,319140,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0.116666667163372,464121,319007,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0.0333333350718021,464419,319307,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0.16666667163372,464421,319140,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0.0333333350718021,464111,319116,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 7:03,37.8333320617676,464305,476,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 6:25,7/3/2021 6:25,0,464394,197,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:52,7/3/2021 6:52,0.466816663742065,0,453,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:52,7/3/2021 6:53,0.599783360958099,0,391,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:53,7/3/2021 6:53,0.233516663312912,0,179,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:53,7/3/2021 6:53,0.21648333966732,0,304,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:53,7/3/2021 6:54,1.05001664161682,0,488,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 6:54,7/3/2021 8:05,70.6505355834961,0,204,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:03,7/3/2021 7:03,0.0333333350718021,464127,59,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:03,7/3/2021 7:05,1.33333337306976,464435,315,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:05,7/3/2021 7:08,3.31666660308838,466316,2064,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:08,7/3/2021 7:10,2.13333344459534,466158,2134,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:10,7/3/2021 7:13,2.83333325386047,467756,3748,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:13,7/3/2021 7:18,5.28333330154419,467866,3712,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:18,7/3/2021 7:21,2.28333330154419,469015,4900,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:21,7/3/2021 7:38,17.5,468784,4545,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:38,7/3/2021 7:54,15.5666666030884,479507,15342,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:54,7/3/2021 7:58,4,479734,15527,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:58,7/3/2021 7:58,0.600000023841858,479801,15598,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 7:58,7/3/2021 8:03,5.23333311080933,479533,15627,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:03,7/3/2021 8:03,0.0333333350718021,479993,15801,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:03,7/3/2021 8:04,0.16666667163372,479940,15618,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:04,7/3/2021 8:41,37.5,505835,41991,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:05,7/3/2021 8:07,1.61664998531342,0,301,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:07,7/3/2021 8:31,24.0500164031982,0,403,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:31,7/3/2021 8:32,1.40011668205261,0,289,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:32,7/3/2021 8:36,4.31654977798462,0,466,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:36,7/3/2021 8:37,0.966633319854736,0,106,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:37,7/3/2021 8:53,15.1833667755127,0,199,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:41,7/3/2021 8:43,1.79999995231628,506103,42085,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:43,7/3/2021 8:43,0.0333333350718021,506092,42097,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:43,7/3/2021 8:44,1.23333334922791,506066,42035,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 8:44,7/3/2021 9:20,35.3333320617676,529900,66085,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:53,7/3/2021 8:53,0.800050020217896,0,399,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:53,7/3/2021 8:54,0.81671667098999,0,343,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:54,7/3/2021 8:55,0.416649997234344,0,3,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:55,7/3/2021 8:59,4.06658315658569,0,46,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 8:59,7/3/2021 9:00,1.20006668567657,0,123,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 9:00,7/3/2021 9:00,0.200000002980232,0,361,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 9:00,7/3/2021 9:00,0.366616666316986,0,238,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 9:00,7/3/2021 9:03,2.61666655540466,0,328,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 9:03,7/3/2021 9:03,0.349999994039536,0,489,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 9:03,7/3/2021 9:37,33.9337158203125,0,326,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 9:03,7/3/2021 10:34,90.4174194335938,0,479,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 9:20,7/3/2021 9:28,8.05000019073486,529983,65792,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 9:28,7/3/2021 9:37,9.91666698455811,536882,72709,NO (No Order),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 9:37,7/3/2021 9:39,1.94984996318817,0,311,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 9:37,7/3/2021 9:38,0.733333349227905,536715,72809,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 9:38,7/3/2021 10:13,34.4166679382324,560860,96808,NO (No Order),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 9:39,7/3/2021 10:34,54.5338516235352,0,139,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:13,7/3/2021 10:15,2.36666655540466,560700,96890,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:15,7/3/2021 10:21,6.08333349227905,564903,100677,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:21,7/3/2021 10:23,1.63333332538605,564891,100941,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:23,7/3/2021 10:23,0.683333337306976,565229,101095,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:23,7/3/2021 10:25,1.21666669845581,565155,101143,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:25,7/3/2021 10:35,10.3999996185303,572345,108353,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/3/2021 10:34,7/3/2021 11:26,52.5666847229004,0,152,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 10:34,7/3/2021 10:34,0.433333337306976,0,80,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/3/2021 10:34,7/3/2021 11:25,51.1500015258789,0,66,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:35,7/3/2021 10:36,0.75,572097,108235,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:36,7/3/2021 10:39,2.81666660308838,573820,109640,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/2021 10:39,7/3/2021 10:40,1.45000004768372,573785,109653,CC (Changeover Cleaning),Bourbon Creams
